"employee_key";"employee_id";"age";"gender";"department";"job_role";"job_level";"monthly_income";"attrition"
1546;101647;33;"M";"Research & Development";"Research Scientist";1;2500.0;"No"
1547;101648;19;"M";"Research & Development";"Laboratory Technician";1;1102.0;"Yes"
1548;101649;46;"Female";"Sales";"Sales Executive";3;10453.0;"No"
1549;101650;38;"f";"Research & Development";"Laboratory Technician";1;2288.0;"No"
1550;101651;31;"FEMALE";"Research & Development";"Research Scientist";1;3929.0;"No"
1551;101652;34;"Female";"Research & Development";"Research Scientist";1;2311.0;"No"
1552;101653;41;"f";"Sales";"Sales Representative";1;3140.0;"Yes"
1553;101654;50;"Male";"Research & Development";"Laboratory Technician";1;3690.0;"No"
1554;101656;33;"FEMALE";"Research & Development";"Research Scientist";1;2756.0;"No"
1555;101657;40;"f";"Research & Development";"Manager";5;19033.0;"No"
1556;101658;55;"male";"Research & Development";"Research Director";5;18722.0;"No"
1557;101660;51;"FEMALE";"Research & Development";"Healthcare Representative";4;13734.0;"No"
1558;101661;52;"Male";"Research & Development";"Manager";5;19999.0;"No"
1559;101662;27;"Female";"Research & Development";"Research Scientist";1;2279.0;"No"
1560;101663;35;"male";"Research & Development";"Manufacturing Director";2;5916.0;"Yes"
1561;101664;43;"M";"Research & Development";"Research Scientist";1;2089.0;"No"
1562;101665;45;"male";"Research & Development";"Manager";4;16792.0;"No"
1563;101666;37;"Male";"Research & Development";"Research Scientist";1;3564.0;"No"
1564;101667;35;"Female";"Research & Development";"Laboratory Technician";2;4425.0;"No"
1565;101668;42;"FEMALE";"Research & Development";"Manufacturing Director";2;5265.0;"No"
1566;101669;38;"M";"Research & Development";"Manufacturing Director";2;6553.0;"No"
1567;101670;38;"M";"Research & Development";"Manufacturing Director";2;6261.0;"No"
1568;101671;27;"Male";"Research & Development";"Manufacturing Director";2;4298.0;"No"
1569;101672;49;"Male";"Research & Development";"Manufacturing Director";2;6804.0;"No"
1570;101673;34;"M";"Research & Development";"Research Scientist";1;3815.0;"No"
1571;101674;40;"male";"Research & Development";"Laboratory Technician";2;2741.0;"No"
1572;101675;38;"Male";"Research & Development";"Healthcare Representative";2;6673.0;"Yes"
1573;101676;29;"Female";"Sales";"Sales Executive";3;7639.0;"Yes"
1574;101677;22;"M";"Research & Development";"Research Scientist";1;2328.0;"No"
1575;101678;36;"FEMALE";"Research & Development";"Laboratory Technician";1;2153.0;"No"
1576;101679;40;"M";"Research & Development";"Healthcare Representative";2;4876.0;"No"
1577;101680;46;"male";"Research & Development";"Healthcare Representative";3;9396.0;"No"
1578;101681;32;"male";"Sales";"Sales Executive";3;10400.0;"Yes"
1579;101682;30;"male";"Research & Development";"Manufacturing Director";3;8474.0;"No"
1580;101683;27;"Female";"Sales";"Sales Executive";2;9981.0;"No"
1581;101684;51;"M";"Research & Development";"Research Director";3;12490.0;"No"
1582;101685;30;"f";"Research & Development";"Research Scientist";1;2657.0;"Yes"
1583;101686;41;"FEMALE";"Sales";"Manager";3;13591.0;"No"
1584;101687;30;"Female";"Sales";"Sales Executive";2;6696.0;"Yes"
1585;101688;29;"Male";"Research & Development";"Research Scientist";1;2058.0;"Yes"
1586;101689;45;"f";"Sales";"Sales Executive";3;8865.0;"No"
1587;101690;54;"Female";"Sales";"Sales Executive";2;5940.0;"No"
1588;101691;36;"Male";"Research & Development";"Laboratory Technician";2;5914.0;"No"
1589;101692;33;"FEMALE";"Research & Development";"Research Scientist";1;2622.0;"No"
1590;101693;37;"Male";"Research & Development";"Research Director";3;12185.0;"No"
1591;101694;38;"male";"Sales";"Sales Executive";3;10609.0;"No"
1592;101695;31;"M";"Research & Development";"Manufacturing Director";2;4345.0;"No"
1593;101696;59;"Male";"Research & Development";"Research Scientist";1;2177.0;"No"
1594;101697;37;"M";"Sales";"Sales Representative";1;2793.0;"No"
1595;101698;29;"f";"Sales";"Sales Executive";3;7918.0;"No"
1596;101699;35;"Female";"Sales";"Sales Executive";3;69859.0;"No"
1597;101700;29;"Male";"Research & Development";"Research Scientist";1;2389.0;"Yes"
1598;101701;52;"f";"Research & Development";"Laboratory Technician";1;3212.0;"No"
1599;101702;42;"Male";"Research & Development";"Manager";5;19232.0;"No"
1600;101703;59;"male";"Human Resources";"Human Resources";1;2267.0;"No"
1601;101704;50;"FEMALE";"Sales";"Manager";5;61345.0;"No"
1602;101705;33;"Male";"Research & Development";"Laboratory Technician";1;2436.0;"Yes"
1603;101706;43;"f";"Sales";"Manager";4;16064.0;"No"
1604;101707;33;"Female";"Research & Development";"Laboratory Technician";1;2707.0;"Yes"
1605;101708;52;"Male";"Sales";"Manager";5;19068.0;"No"
1606;101709;32;"f";"Sales";"Sales Representative";1;3931.0;"No"
1607;101710;32;"M";"Research & Development";"Laboratory Technician";1;3730.0;"Yes"
1608;101711;39;"FEMALE";"Research & Development";"Laboratory Technician";1;2232.0;"No"
1609;101712;32;"M";"Sales";"Sales Executive";2;4465.0;"No"
1610;101713;41;"male";"Research & Development";"Research Scientist";2;3072.0;"No"
1611;101714;40;"M";"Research & Development";"Research Scientist";2;3319.0;"No"
1612;101715;45;"Male";"Research & Development";"Manager";5;19202.0;"No"
1613;101716;31;"male";"Research & Development";"Research Director";3;13675.0;"No"
1614;101717;33;"FEMALE";"Research & Development";"Research Scientist";1;2911.0;"No"
1615;101718;34;"male";"Research & Development";"Manufacturing Director";2;5957.0;"No"
1616;101719;37;"Female";"Research & Development";"Research Scientist";1;3920.0;"No"
1617;101720;45;"Male";"Research & Development";"Manufacturing Director";2;6434.0;"No"
1618;101721;37;"Male";"Research & Development";"Manufacturing Director";3;10048.0;"Yes"
1619;101722;39;"Female";"Research & Development";"Healthcare Representative";3;10938.0;"No"
1620;101723;29;"Male";"Research & Development";"Research Scientist";1;2340.0;"No"
1621;101725;29;"Male";"Sales";"Sales Executive";2;6931.0;"No"
1622;101727;42;"Female";"Research & Development";"Laboratory Technician";1;2593.0;"No"
1623;101728;40;"M";"Research & Development";"Research Director";5;19436.0;"No"
1624;101729;51;"male";"Research & Development";"Research Scientist";1;2723.0;"No"
1625;101731;32;"male";"Research & Development";"Laboratory Technician";1;2794.0;"No"
1626;101732;38;"M";"Sales";"Sales Executive";2;5249.0;"No"
1627;101733;32;"Male";"Research & Development";"Laboratory Technician";2;2176.0;"No"
1628;101734;46;"Female";"Sales";"Manager";4;16872.0;"No"
1629;101735;28;"Male";"Research & Development";"Laboratory Technician";1;3485.0;"Yes"
1630;101736;29;"male";"Sales";"Sales Executive";2;6644.0;"No"
1631;101737;31;"M";"Research & Development";"Healthcare Representative";2;5582.0;"No"
1632;101738;25;"Male";"Research & Development";"Healthcare Representative";2;4000.0;"No"
1633;101739;45;"M";"Research & Development";"Healthcare Representative";4;13496.0;"No"
1634;101740;36;"M";"Research & Development";"Laboratory Technician";1;3210.0;"No"
1635;101741;55;"Male";"Research & Development";"Manager";5;19045.0;"No"
1636;101742;47;"Male";"Research & Development";"Manager";3;11849.0;"Yes"
1637;101743;28;"M";"Research & Development";"Research Scientist";1;2070.0;"No"
1638;101744;37;"Male";"Sales";"Sales Executive";2;6502.0;"No"
1639;101745;21;"Male";"Research & Development";"Research Scientist";1;3230.0;"No"
1640;101746;37;"Female";"Research & Development";"Research Director";3;13603.0;"No"
1641;101747;35;"FEMALE";"Research & Development";"Manager";3;11996.0;"No"
1642;101748;38;"f";"Sales";"Sales Executive";2;5605.0;"No"
1643;101749;26;"f";"Research & Development";"Manufacturing Director";2;6397.0;"No"
1644;101750;50;"male";"Research & Development";"Research Director";5;19144.0;"No"
1645;101752;42;"Male";"Sales";"Sales Executive";2;4907.0;"No"
1646;101753;29;"M";"Sales";"Sales Executive";2;4554.0;"No"
1647;101755;26;"male";"Research & Development";"Healthcare Representative";2;4741.0;"No"
1648;101756;37;"Female";"Research & Development";"Research Scientist";1;2115.0;"No"
1649;101757;44;"M";"Research & Development";"Laboratory Technician";1;3161.0;"Yes"
1650;101758;38;"M";"Research & Development";"Healthcare Representative";2;5745.0;"No"
1651;101759;26;"M";"Research & Development";"Laboratory Technician";1;2373.0;"Yes"
1652;101760;28;"FEMALE";"Research & Development";"Research Scientist";1;3310.0;"No"
1653;101762;36;"M";"Research & Development";"Research Scientist";2;4485.0;"No"
1654;101763;31;"Female";"Sales";"Sales Representative";1;2789.0;"No"
1655;101764;26;"male";"Sales";"Sales Executive";2;5828.0;"Yes"
1656;101766;42;"f";"Sales";"Sales Executive";4;13525.0;"No"
1657;101767;18;"male";"Research & Development";"Laboratory Technician";1;1420.0;"Yes"
1658;101768;35;"male";"Sales";"Sales Executive";3;8020.0;"No"
1659;101769;36;"male";"Research & Development";"Laboratory Technician";1;3688.0;"No"
1660;101770;51;"Male";"Research & Development";"Manufacturing Director";2;5482.0;"No"
1661;101771;41;"Male";"Sales";"Manager";4;16015.0;"No"
1662;101772;18;"f";"Sales";"Sales Representative";1;1200.0;"No"
1663;101773;28;"male";"Research & Development";"Healthcare Representative";2;5661.0;"No"
1664;101774;31;"Male";"Sales";"Sales Executive";2;6929.0;"No"
1665;101775;39;"male";"Research & Development";"Healthcare Representative";3;9613.0;"No"
1666;101776;36;"f";"Research & Development";"Laboratory Technician";2;5674.0;"No"
1667;101777;32;"Male";"Sales";"Sales Executive";2;5484.0;"No"
1668;101778;38;"Female";"Research & Development";"Research Director";3;12061.0;"No"
1669;101779;58;"Male";"Research & Development";"Healthcare Representative";2;5660.0;"No"
1670;101780;31;"M";"Research & Development";"Research Scientist";1;4821.0;"No"
1671;101781;31;"male";"Human Resources";"Human Resources";2;6410.0;"No"
1672;101782;45;"Male";"Research & Development";"Laboratory Technician";3;5210.0;"No"
1673;101783;31;"M";"Research & Development";"Research Scientist";1;2695.0;"No"
1674;101784;33;"FEMALE";"Research & Development";"Manager";3;11878.0;"No"
1675;101785;39;"M";"Research & Development";"Manager";4;17068.0;"No"
1676;101786;43;"FEMALE";"Research & Development";"Laboratory Technician";1;2455.0;"No"
1677;101787;49;"f";"Research & Development";"Healthcare Representative";4;13964.0;"No"
1678;101788;52;"male";"Research & Development";"Research Scientist";2;4941.0;"Yes"
1679;101789;27;"Female";"Research & Development";"Research Scientist";1;76240.0;"No"
1680;101790;32;"FEMALE";"Sales";"Sales Executive";2;5228.0;"No"
1681;101792;31;"M";"Sales";"Sales Executive";2;7547.0;"No"
1682;101793;32;"FEMALE";"Research & Development";"Research Scientist";2;5055.0;"No"
1683;101794;28;"Male";"Research & Development";"Research Scientist";1;3464.0;"Yes"
1684;101795;30;"Female";"Research & Development";"Research Scientist";2;5775.0;"No"
1685;101796;31;"FEMALE";"Research & Development";"Manufacturing Director";3;8943.0;"No"
1686;101797;39;"male";"Research & Development";"Manager";5;19272.0;"No"
1687;101798;39;"f";"Sales";"Sales Executive";2;5238.0;"Yes"
1688;101799;33;"Male";"Sales";"Sales Executive";2;4682.0;"No"
1689;101800;47;"male";"Research & Development";"Research Director";5;18300.0;"No"
1690;101801;43;"Female";"Research & Development";"Laboratory Technician";2;5257.0;"No"
1691;101802;27;"male";"Sales";"Sales Executive";2;6349.0;"No"
1692;101803;54;"FEMALE";"Research & Development";"Research Scientist";2;4869.0;"No"
1693;101804;43;"Female";"Research & Development";"Healthcare Representative";3;9985.0;"No"
1694;101805;45;"male";"Research & Development";"Research Scientist";2;3697.0;"No"
1695;101806;40;"male";"Sales";"Sales Executive";2;7457.0;"No"
1696;101807;29;"M";"Research & Development";"Laboratory Technician";1;2119.0;"Yes"
1697;101808;29;"male";"Research & Development";"Laboratory Technician";1;3983.0;"No"
1698;101809;30;"FEMALE";"Sales";"Sales Executive";2;6118.0;"No"
1699;101810;27;"FEMALE";"Sales";"Sales Executive";2;6214.0;"No"
1700;101811;37;"M";"Research & Development";"Manufacturing Director";2;6347.0;"No"
1701;101813;31;"f";"Research & Development";"Manufacturing Director";3;7143.0;"No"
1702;101814;29;"f";"Sales";"Sales Executive";2;8268.0;"No"
1703;101815;35;"Male";"Research & Development";"Manufacturing Director";3;8095.0;"No"
1704;101816;23;"M";"Research & Development";"Research Scientist";1;2904.0;"No"
1705;101817;41;"Male";"Research & Development";"Manufacturing Director";2;6032.0;"No"
1706;101818;47;"M";"Sales";"Sales Representative";2;2976.0;"No"
1707;101819;42;"Female";"Research & Development";"Research Director";4;15992.0;"No"
1708;101820;29;"male";"Sales";"Sales Executive";2;4649.0;"No"
1709;101821;42;"M";"Human Resources";"Human Resources";1;2696.0;"No"
1710;101822;32;"f";"Research & Development";"Laboratory Technician";1;2370.0;"No"
1711;101823;48;"f";"Sales";"Manager";3;12504.0;"No"
1712;101824;37;"M";"Research & Development";"Research Scientist";2;5974.0;"No"
1713;101825;30;"FEMALE";"Sales";"Sales Executive";2;4736.0;"No"
1714;101826;26;"M";"Sales";"Sales Executive";2;5296.0;"No"
1715;101827;42;"male";"Research & Development";"Healthcare Representative";2;6781.0;"No"
1716;101828;21;"FEMALE";"Sales";"Sales Representative";1;2174.0;"Yes"
1717;101831;57;"Male";"Research & Development";"Healthcare Representative";2;6755.0;"No"
1718;101832;40;"Female";"Research & Development";"Laboratory Technician";1;2213.0;"No"
1719;101833;21;"M";"Sales";"Sales Representative";1;2610.0;"No"
1720;101834;33;"Female";"Sales";"Sales Representative";1;2851.0;"Yes"
1721;101835;37;"Female";"Research & Development";"Laboratory Technician";1;3452.0;"No"
1722;101836;46;"f";"Research & Development";"Manufacturing Director";2;5258.0;"No"
1723;101837;41;"M";"Sales";"Sales Executive";2;9355.0;"Yes"
1724;101838;50;"M";"Research & Development";"Healthcare Representative";3;10496.0;"No"
1725;101839;40;"Male";"Sales";"Sales Executive";2;6380.0;"Yes"
1726;101840;31;"Male";"Research & Development";"Research Scientist";1;2657.0;"No"
1727;101841;21;"f";"Sales";"Sales Representative";1;2716.0;"Yes"
1728;101842;29;"male";"Research & Development";"Research Scientist";1;2201.0;"No"
1729;101843;35;"M";"Research & Development";"Healthcare Representative";2;6540.0;"No"
1730;101844;27;"male";"Research & Development";"Laboratory Technician";1;3816.0;"No"
1731;101846;49;"M";"Research & Development";"Healthcare Representative";3;10965.0;"No"
1732;101847;51;"f";"Sales";"Sales Executive";2;4936.0;"No"
1733;101848;36;"f";"Research & Development";"Research Scientist";1;2543.0;"No"
1734;101849;34;"Male";"Sales";"Sales Executive";2;5304.0;"Yes"
1735;101850;55;"FEMALE";"Research & Development";"Manager";4;16659.0;"No"
1736;101851;24;"Female";"Sales";"Sales Executive";2;4260.0;"No"
1737;101852;30;"Male";"Sales";"Sales Representative";1;2476.0;"No"
1738;101853;26;"M";"Research & Development";"Research Scientist";1;3102.0;"Yes"
1739;101854;22;"Female";"Research & Development";"Research Scientist";1;2244.0;"No"
1740;101855;36;"M";"Sales";"Sales Executive";3;7596.0;"No"
1741;101856;30;"male";"Research & Development";"Research Scientist";1;2285.0;"Yes"
1742;101857;37;"f";"Research & Development";"Laboratory Technician";1;3034.0;"No"
1743;101858;40;"Female";"Sales";"Sales Executive";2;5715.0;"No"
1744;101859;42;"Female";"Research & Development";"Laboratory Technician";1;2576.0;"No"
1745;101860;37;"M";"Research & Development";"Manufacturing Director";2;4197.0;"No"
1746;101861;43;"M";"Research & Development";"Research Director";4;14336.0;"No"
1747;101862;40;"Female";"Research & Development";"Laboratory Technician";2;3448.0;"No"
1748;101863;54;"male";"Research & Development";"Research Director";5;19406.0;"No"
1749;101864;34;"FEMALE";"Sales";"Sales Executive";2;6538.0;"No"
1750;101865;31;"f";"Research & Development";"Manufacturing Director";2;4306.0;"No"
1751;101866;43;"male";"Research & Development";"Laboratory Technician";1;2258.0;"No"
1752;101867;43;"Female";"Research & Development";"Healthcare Representative";2;4522.0;"No"
1753;101868;25;"f";"Sales";"Sales Executive";2;4487.0;"No"
1754;101869;37;"Female";"Research & Development";"Research Scientist";2;4449.0;"No"
1755;101870;31;"Male";"Research & Development";"Laboratory Technician";1;2218.0;"No"
1756;101871;39;"male";"Research & Development";"Manager";5;19197.0;"No"
1757;101872;56;"f";"Sales";"Sales Executive";4;13212.0;"No"
1758;101873;30;"f";"Sales";"Sales Executive";2;6577.0;"No"
1759;101874;41;"male";"Sales";"Sales Executive";3;8392.0;"No"
